Municipality/Province,District,Address,Risk
北京市,北京市朝阳区三里屯街道,北京市朝阳区中纺里5号楼1单元某户,高风险
北京市,北京市朝阳区管庄（地区）乡,管庄世通大厦E座某号,高风险
北京市,北京市朝阳区管庄（地区）乡,科技大学回民食堂10号楼后面某号,高风险
北京市,北京市朝阳区管庄（地区）乡,双桥路双桥东一巷平房13排,高风险
北京市,北京市朝阳区管庄（地区）乡,塔铁宿舍39号,高风险
北京市,北京市朝阳区管庄（地区）乡,塔营北街3号院9号楼1单元某号,高风险
北京市,北京市朝阳区小关街道,对外经贸大学某些学生宿舍,高风险
北京市,北京市朝阳区小关街道,高原街4号院1号楼6单元某室,高风险
北京市,北京市朝阳区小关街道,小关北里9号楼1单元某室,高风险
北京市,北京市朝阳区左家庄街道,西坝河东里12号楼6单元某户,高风险
北京市,北京市朝阳区左家庄街道,左家庄北里甲2号2单元某户,高风险
北京市,北京市朝阳区左家庄街道,左南里2号楼某户,高风险
北京市,北京市朝阳区垡头街道,百子湾东里106-4某户,高风险
北京市,北京市朝阳区垡头街道,翠城雅园社区226楼某户,高风险
北京市,北京市朝阳区垡头街道,翠城馨园307-1-某户,高风险
北京市,北京市朝阳区垡头街道,翠城馨园503-某户,高风险
北京市,北京市朝阳区垡头街道,东里社区东里东院13排某号,高风险
北京市,北京市朝阳区垡头街道,双合小区南街2号院1号楼1单元某户,高风险
北京市,北京市朝阳区垡头街道,垡头西里二区22号楼1单元某户,高风险
北京市,北京市朝阳区垡头街道,武基翠城馨园421号楼某号,高风险
北京市,北京市朝阳区垡头街道,垡头三区3号院12排某号,高风险
北京市,北京市朝阳区和平街街道,东土城路9号院3号楼2单元某户,高风险
北京市,北京市朝阳区酒仙桥街道,酒仙桥北路9号C1一层某户,高风险
北京市,北京市朝阳区酒仙桥街道,酒仙桥北路9号某户,高风险
北京市,北京市朝阳区酒仙桥街道,十街坊22号院某户,高风险
北京市,北京市朝阳区酒仙桥街道,星地中心某户,高风险
北京市,北京市朝阳区酒仙桥街道,一街坊6号某户,高风险
北京市,北京市朝阳区八里庄街道,八里庄八东社区A01某些户,高风险
北京市,北京市朝阳区八里庄街道,八里庄北里217号楼10层4单元某号,高风险
北京市,北京市朝阳区八里庄街道,八里庄东里北巷9号楼某户,高风险
北京市,北京市朝阳区八里庄街道,东恒时代2期A区2某户,高风险
北京市,北京市朝阳区八里庄街道,甘露园南里20号楼某些户,高风险
北京市,北京市朝阳区八里庄街道,红庙路口柴家湾5号楼南侧飘HOME酒店某些房间,高风险
北京市,北京市朝阳区八里庄街道,十里堡爱这城2号楼4单元某户,高风险
北京市,北京市朝阳区八里庄街道,慈云寺15号楼3单元某户,高风险
北京市,北京市朝阳区八里庄街道,十里堡17号楼1单元某户,高风险
北京市,北京市朝阳区首都机场街道,机场南路西里7号楼3单元某户,高风险
北京市,北京市朝阳区团结湖街道,白家庄东里34号楼3单元某户,高风险
北京市,北京市朝阳区团结湖街道,北三条4号楼2单元某户,高风险
北京市,北京市朝阳区望京街道,坝北京顺园公园宿舍某些房间,高风险
北京市,北京市朝阳区望京街道,东亚中心公厕旁边的平房,高风险
北京市,北京市朝阳区望京街道,光华里19号楼4单元某户,高风险
北京市,北京市朝阳区望京街道,花家地西里三区居委会平房院内,高风险
北京市,北京市朝阳区望京街道,建外Soho西区12号楼地下室B1,高风险
北京市,北京市朝阳区望京街道,望花路西里20号楼某户,高风险
北京市,北京市朝阳区望京街道,西园四区422楼某户,高风险
北京市,北京市朝阳区望京街道,西园四区社区401号楼某户,高风险
北京市,北京市朝阳区建外街道,光辉南里4号楼1单元,高风险
北京市,北京市朝阳区建外街道,西大望路蓝堡国际公寓某户,高风险
北京市,北京市朝阳区建外街道,永安里南里8号楼2单元,高风险
北京市,北京市朝阳区亚运村街道,丝竹园社区1号楼3单元某户,高风险
北京市,北京市朝阳区东风（地区）乡,东风苑小区6号院1号楼2单元,高风险
北京市,北京市朝阳区东风（地区）乡,石佛营东里105号院4号楼3单元,高风险
北京市,北京市朝阳区东风（地区）乡,石佛营东里128号楼1单元某户,高风险
北京市,北京市朝阳区东风（地区）乡,高庙村118号,高风险
北京市,北京市朝阳区六里屯街道,八里庄北里小区8号楼龙樾合玺某户,高风险
北京市,北京市朝阳区六里屯街道,延静里3号楼某户,高风险
北京市,北京市朝阳区六里屯街道,十里堡北区8号楼3单元地下室某房间,高风险
北京市,北京市朝阳区六里屯街道,十里堡南区3号楼7单元某户,高风险
北京市,北京市朝阳区六里屯街道,延静东里7号楼某户,高风险
北京市,北京市朝阳区六里屯街道,延静东里甲3号近四环红领巾桥北京联合大学商务学院某宿舍,高风险
北京市,北京市朝阳区六里屯街道,延静寺社区B10某户,高风险
北京市,北京市朝阳区高碑店（地区）乡,甘露园8号楼某号,高风险
北京市,北京市朝阳区高碑店（地区）乡,甘露园南里二区5号楼某号,高风险
北京市,北京市朝阳区高碑店（地区）乡,康家沟万影传奇影视学校某宿舍,高风险
北京市,北京市朝阳区高碑店（地区）乡,小郊亭村1号高碑店水厂内保安驻地某室,高风险
北京市,北京市朝阳区小红门（地区）乡,鸿博家园二期B区5号楼2单元某户,高风险
北京市,北京市朝阳区小红门（地区）乡,鸿博家园一期A区9号楼2单元、3单元某些户,高风险
北京市,北京市朝阳区小红门（地区）乡,恋日绿岛小区14号楼1单元某户,高风险
北京市,北京市朝阳区十八里店（地区）乡,吕家营南里甲1号,高风险
北京市,北京市朝阳区十八里店（地区）乡,十里河村352号,高风险
北京市,北京市朝阳区十八里店（地区）乡,十里河村广客缘公寓某房间,高风险
北京市,北京市朝阳区十八里店（地区）乡,十里河饮马井494号,高风险
北京市,北京市朝阳区十八里店（地区）乡,周庄嘉园东里27号楼某些户,高风险
北京市,北京市朝阳区平房（地区）乡,八十体校女工某宿舍,高风险
北京市,北京市朝阳区平房（地区）乡,定福京佳公寓某户,高风险
北京市,北京市朝阳区平房（地区）乡,定福庄园艺场园艺场106号院西某户,高风险
北京市,北京市朝阳区平房（地区）乡,富华家园2-某户,高风险
北京市,北京市朝阳区平房（地区）乡,华纺17号楼1单元B1某户,高风险
北京市,北京市朝阳区平房（地区）乡,亮马厂某号,高风险
北京市,北京市朝阳区平房（地区）乡,平房村平房某号,高风险
北京市,北京市朝阳区平房（地区）乡,如家酒店宿舍某房间,高风险
北京市,北京市朝阳区平房（地区）乡,雅成一里5号楼某户,高风险
北京市,北京市朝阳区平房（地区）乡,姚家园77号楼2单元某户,高风险
北京市,北京市朝阳区平房（地区）乡,姚家园东里8-7-1-某户,高风险
北京市,北京市朝阳区平房（地区）乡,姚家园路77号1号楼1单元某户,高风险
北京市,北京市朝阳区平房（地区）乡,友联汽车出租有限公司宿舍某房间,高风险
北京市,北京市朝阳区金盏（地区）乡,黎各庄160号,高风险
北京市,北京市朝阳区金盏（地区）乡,小店村149号,高风险
北京市,北京市朝阳区金盏（地区）乡,小店村168号,高风险
北京市,北京市朝阳区金盏（地区）乡,东村592号,高风险
北京市,北京市朝阳区太阳宫（地区）乡,红玺台3号院2单元某户,高风险
北京市,北京市朝阳区太阳宫（地区）乡,莱太花卉工地某房间,高风险
北京市,北京市朝阳区大屯街道,安园6号楼某户,高风险
北京市,北京市朝阳区大屯街道,大屯220号院3号楼某户,高风险
北京市,北京市朝阳区大屯街道,大屯里金泉家园306号楼某户,高风险
北京市,北京市朝阳区大屯街道,中华女子学院某些户,高风险
北京市,北京市朝阳区来广营（地区）乡,北苑2号院17-某户,高风险
北京市,北京市朝阳区来广营（地区）乡,城锦苑5-2-某户,高风险
北京市,北京市朝阳区来广营（地区）乡,广华居10-3-某户,高风险
北京市,北京市朝阳区来广营（地区）乡,来春园2-7-某户,高风险
北京市,北京市朝阳区来广营（地区）乡,青年城3号楼3单元某户,高风险
北京市,北京市朝阳区来广营（地区）乡,立城苑梦创公寓某户,高风险
北京市,北京市朝阳区来广营（地区）乡,新北路19号3号楼某几户,高风险
北京市,北京市朝阳区崔各庄（地区）乡,草场地村A01,高风险
北京市,北京市朝阳区崔各庄（地区）乡,东辛店53号某户,高风险
北京市,北京市朝阳区崔各庄（地区）乡,广善第一社区某户,高风险
北京市,北京市朝阳区崔各庄（地区）乡,何各庄125,高风险
北京市,北京市朝阳区崔各庄（地区）乡,京旺家园2区12号楼3单元某户,高风险
北京市,北京市朝阳区崔各庄（地区）乡,京旺家园第二社区某户,高风险
北京市,北京市朝阳区崔各庄（地区）乡,三元物流园区某些户,高风险
北京市,北京市朝阳区崔各庄（地区）乡,新锦社区A座某户,高风险
北京市,北京市朝阳区崔各庄（地区）乡,东辛店302号某户,高风险
北京市,北京市朝阳区黑庄户（地区）乡,朗悦北区1号院某户,高风险
北京市,北京市朝阳区黑庄户（地区）乡,朗悦南区5-2-某些户,高风险
北京市,北京市朝阳区豆各庄（地区）乡,豆各庄村甲一号院某些户,高风险
北京市,北京市朝阳区豆各庄（地区）乡,富力又一城A16-2某户,高风险
北京市,北京市朝阳区豆各庄（地区）乡,豆各庄村甲502号院某户,高风险
北京市,北京市朝阳区三间房（地区）乡,金家坟西里23栋,高风险
北京市,北京市朝阳区三间房（地区）乡,天泰定福苑8号楼2单元某户,高风险
北京市,北京市朝阳区常营乡,常营中路畅心阳光小区2号院12号楼某户,高风险
北京市,北京市朝阳区常营乡,朝阳北路29号宿舍某些房间,高风险
北京市,北京市朝阳区常营乡,福第社区6号2号楼2单元某户,高风险
北京市,北京市朝阳区常营乡,富力阳光15号楼17层某户,高风险
北京市,北京市朝阳区常营乡,连心园社区46号楼5单元某户,高风险
北京市,北京市朝阳区常营乡,民族家园社区93号楼7单元某户,高风险
北京市,北京市朝阳区常营乡,像素北五里桥二街1号院1号楼11、13层某户,高风险
北京市,北京市朝阳区常营乡,喆啡酒店某房间,高风险
北京市,北京市朝阳区常营乡,常营福第社区中区10号楼2单元某户,高风险
北京市,北京市朝阳区常营乡,常营民族家园社区96-4某户,高风险
北京市,北京市朝阳区常营乡,常营像素北五里桥二街1号院1号楼13层某户,高风险
北京市,北京市朝阳区常营乡,燕宝常营11号楼15层某户,高风险
北京市,北京市朝阳区孙河（地区）乡,中粮瑞府工地某房间,高风险
北京市,北京市朝阳区东湖街道,澳洲康都8号楼3单元某户,高风险
北京市,北京市朝阳区东湖街道,东湖湾西区4号楼1单元某户,高风险
北京市,北京市朝阳区东湖街道,利泽西园一区104号楼某户,高风险
北京市,北京市朝阳区东湖街道,利泽西园一区111楼某户,高风险
北京市,北京市朝阳区东湖街道,南湖东园112号某些户,高风险
北京市,北京市丰台区丰台街道,新华街三里1号楼23层及上下户,高风险
北京市,北京市丰台区丰台街道,新华街三里2号楼15层及上下户,高风险
北京市,北京市丰台区新村街道,丰桥路七号院3号楼1单元,高风险
北京市,北京市丰台区新村街道,丰桥路七号院3号楼2单元,高风险
北京市,北京市丰台区新村街道,丰桥路七号院7号楼3单元,高风险
北京市,北京市丰台区新村街道,葛村西里15号楼一单元,高风险
北京市,北京市丰台区新村街道,刘孟家园1号楼3单元,高风险
北京市,北京市丰台区新村街道,刘孟家园2号楼1单元,高风险
北京市,北京市丰台区新村街道,刘孟家园2号楼4单元,高风险
北京市,北京市丰台区新村街道,刘孟家园9号楼1单元,高风险
北京市,北京市丰台区新村街道,万芳园二区15号楼3单元,高风险
北京市,北京市丰台区新村街道,万芳园二区7号楼10单元,高风险
北京市,北京市丰台区新村街道,新村二里16号楼1单元,高风险
北京市,北京市丰台区新村街道,新村三里35号楼1单元,高风险
北京市,北京市丰台区新村街道,新村三里39号楼3单元,高风险
北京市,北京市丰台区新村街道,新村四里甲3号楼6单元,高风险
北京市,北京市丰台区新村街道,育菲园东里11号楼,高风险
北京市,北京市丰台区新村街道,育菲园东里16号楼2单元,高风险
北京市,北京市丰台区新村街道,育菲园东里27平,高风险
北京市,北京市丰台区新村街道,育菲园东里28号楼南侧,高风险
北京市,北京市丰台区新村街道,造甲村100号院,高风险
北京市,北京市丰台区新村街道,丰桥路4号院1号楼4单元,高风险
北京市,北京市丰台区新村街道,丰桥路6号院11号楼1单元,高风险
北京市,北京市丰台区新村街道,丰桥路6号院9号楼1单元,高风险
北京市,北京市丰台区新村街道,丰桥路6号院9号楼2单元,高风险
北京市,北京市丰台区新村街道,葛村西里10号楼三单元,高风险
北京市,北京市丰台区新村街道,鸿业兴园一区11号楼1单元,高风险
北京市,北京市丰台区新村街道,鸿业兴园一区7号楼5单元,高风险
北京市,北京市丰台区新村街道,鸿业兴园一区8号楼5单元,高风险
北京市,北京市丰台区新村街道,万芳园一区10号楼1单元,高风险
北京市,北京市丰台区新村街道,新村二里11号楼2单元,高风险
北京市,北京市丰台区新村街道,新村三里34号楼4单元,高风险
北京市,北京市丰台区新村街道,新村四里6号楼1单元,高风险
北京市,北京市丰台区新村街道,新村一里3号楼10单元,高风险
北京市,北京市丰台区新村街道,新村一里3号楼1单元,高风险
北京市,北京市丰台区新村街道,新村一里3号楼6单元,高风险
北京市,北京市丰台区新村街道,育芳园21号楼2单元,高风险
北京市,北京市丰台区新村街道,育芳园22号楼4号楼,高风险
北京市,北京市丰台区新村街道,育芳园36号楼5单元,高风险
北京市,北京市丰台区新村街道,育芳园37号楼5单元,高风险
北京市,北京市丰台区新村街道,造甲南里20号院3号楼3单元,高风险
北京市,北京市丰台区南苑街道,南庭新苑南区21号楼6单元,高风险
北京市,北京市丰台区南苑街道,南庭新苑南区3号楼6单元,高风险
北京市,北京市丰台区南苑街道,阳光星苑北区16号楼5单元,高风险
北京市,北京市丰台区南苑街道,东南大道1号,高风险
北京市,北京市丰台区南苑街道,范家庄北街1号院4号楼,高风险
北京市,北京市丰台区南苑街道,北马路399号,高风险
北京市,北京市丰台区南苑街道,诚苑路北侧诚苑中里16号楼小区外底商,高风险
北京市,北京市丰台区南苑街道,东南大道5号,高风险
北京市,北京市丰台区南苑街道,南庭新苑北区21号楼地下室,高风险
北京市,北京市丰台区南苑街道,南庭新苑北区22号楼8层及上下户,高风险
北京市,北京市丰台区南苑街道,南庭新苑北区社区22号楼1层及上下户,高风险
北京市,北京市丰台区南苑街道,南庭新苑北区社区24号楼1单元1层、2层及上下户,高风险
北京市,北京市丰台区南苑街道,北马路415号,高风险
北京市,北京市丰台区南苑街道,嘉则庄路8号,高风险
北京市,北京市丰台区长辛店街道,赵辛店村765号,高风险
北京市,北京市丰台区长辛店街道,IU酒店,高风险
北京市,北京市丰台区长辛店街道,连山岗113号,高风险
北京市,北京市丰台区长辛店街道,西峰寺162号,高风险
北京市,北京市丰台区长辛店街道,赵辛店632号,高风险
北京市,北京市丰台区长辛店街道,赵辛店村675号,高风险
北京市,北京市丰台区长辛店街道,北岗洼413号,高风险
北京市,北京市丰台区长辛店街道,东南街66号,高风险
北京市,北京市丰台区长辛店街道,西峰寺58号,高风险
北京市,北京市丰台区长辛店街道,赵辛店553号,高风险
北京市,北京市丰台区长辛店街道,赵辛店村254号,高风险
北京市,北京市丰台区长辛店街道,朱家坟村133号,高风险
北京市,北京市丰台区长辛店街道,东南街1号楼1单元,高风险
北京市,北京市丰台区长辛店街道,花园北里12楼3单元,高风险
北京市,北京市丰台区长辛店街道,建设二里17号楼2单元,高风险
北京市,北京市丰台区长辛店街道,中体三区4号楼6单元,高风险
北京市,北京市丰台区长辛店街道,建设一里4号楼1单元风险户,高风险
北京市,北京市丰台区长辛店街道,赵辛店村73号,高风险
北京市,北京市丰台区长辛店街道,朱家坟一里19号楼3-5层风险户,高风险
北京市,北京市丰台区东铁匠营街道,刘家窑南里27号楼,高风险
北京市,北京市丰台区东铁匠营街道,刘家窑东里6号楼2单元,高风险
北京市,北京市丰台区东铁匠营街道,定安东里15号楼3单元1-3层,高风险
北京市,北京市丰台区东铁匠营街道,定安东里19号楼1单元6-8层,高风险
北京市,北京市丰台区东铁匠营街道,定安东里19号楼3单元1-3层,高风险
北京市,北京市丰台区东铁匠营街道,定安东里7号楼8-10层,高风险
北京市,北京市丰台区东铁匠营街道,定安东里9号楼8-10层,高风险
北京市,北京市丰台区东铁匠营街道,蒲安西里3号楼10-12层,高风险
北京市,北京市丰台区东铁匠营街道,横五条20号楼2单元,高风险
北京市,北京市丰台区东铁匠营街道,宋庄路41号鸿程家园1号楼2-6层,高风险
北京市,北京市丰台区东铁匠营街道,顺六条28号楼4单元,高风险
北京市,北京市丰台区东铁匠营街道,小铁匠营平房89排、92排,高风险
北京市,北京市丰台区太平桥街道,华源一里13号楼6-8层,高风险
北京市,北京市丰台区太平桥街道,华源一里16号楼1-3层,高风险
北京市,北京市丰台区大红门街道,海户屯10号楼4单元,高风险
北京市,北京市丰台区大红门街道,海户屯12号楼4单元,高风险
北京市,北京市丰台区大红门街道,海户屯14号楼4单元,高风险
北京市,北京市丰台区大红门街道,海户屯15号楼3单元,高风险
北京市,北京市丰台区大红门街道,海户屯10号楼1单元,高风险
北京市,北京市丰台区大红门街道,海户屯1号楼5单元,高风险
北京市,北京市丰台区大红门街道,海户屯2号楼5单元风险户,高风险
北京市,北京市丰台区和义街道,大红门锦苑南门公厕,高风险
北京市,北京市丰台区和义街道,大泡子红星宿舍9排周边,高风险
北京市,北京市丰台区和义街道,大红门锦苑A区4号楼2单元,高风险
北京市,北京市丰台区和义街道,大红门锦苑B区1号楼1单元,高风险
北京市,北京市丰台区和义街道,大红门锦苑B区3号楼2单元,高风险
北京市,北京市丰台区和义街道,景辉和逸酒店,高风险
北京市,北京市丰台区和义街道,大红门南路159号,高风险
北京市,北京市丰台区和义街道,嘉禾庄39号,高风险
北京市,北京市丰台区和义街道,红狮宿舍A区,高风险
北京市,北京市丰台区和义街道,和义西里二区30号楼1单元,高风险
北京市,北京市丰台区和义街道,大红门锦苑B区3号楼1单元,高风险
北京市,北京市丰台区和义街道,久敬佳园一区5号楼地下室,高风险
北京市,北京市丰台区宛平街道,晓月中路1号院银海星月6号楼2单元,高风险
北京市,北京市丰台区宛平街道,卢沟桥南里7号楼6单元,高风险
北京市,北京市丰台区花乡街道,银地家园C区34号楼1单元10层及新冠病毒肺炎检测阳性人员上、下一户,高风险
北京市,北京市丰台区花乡街道,郭公庄北区10号楼15层及新冠病毒肺炎检测阳性人员上、下一户,高风险
北京市,北京市丰台区花乡街道,郭公庄幸福家园西区5号楼1单元12层及新冠病毒肺炎检测阳性人员上、下一户,高风险
北京市,北京市丰台区花乡街道,银地家园27号楼2单元4层及新冠病毒肺炎检测阳性人员上、下一户,高风险
北京市,北京市丰台区花乡街道,银地家园29号楼4单元4层及新冠病毒肺炎检测阳性人员上、下一户,高风险
北京市,北京市丰台区花乡街道,银地家园2号楼1单元,高风险
北京市,北京市丰台区花乡街道,银地家园30号楼2单元6层及新冠病毒肺炎检测阳性人员上、下一户,高风险
北京市,北京市丰台区花乡街道,银地家园7号楼5单元,高风险
北京市,北京市丰台区花乡街道,天伦锦城小区17号楼4单元2层及新冠病毒肺炎检测阳性人员上、下一户,高风险
北京市,北京市丰台区花乡街道,天伦锦城小区3号楼9单元1层及新冠病毒肺炎检测阳性人员上一户,高风险
北京市,北京市丰台区花乡街道,燕保银地家园3号楼10层及新冠病毒肺炎检测阳性人员上、下一户,高风险
北京市,北京市丰台区花乡街道,银地家园12号楼6单元,高风险
北京市,北京市丰台区花乡街道,银地家园1号楼2单元6层及新冠病毒肺炎检测阳性人员上、下一户,高风险
北京市,北京市丰台区花乡街道,银地家园25号楼4单元9层及新冠病毒肺炎检测阳性人员上、下一户,高风险
北京市,北京市丰台区花乡街道,银地家园29号楼4单元9层及新冠病毒肺炎检测阳性人员上、下一户,高风险
北京市,北京市丰台区花乡街道,银地家园30号楼3单元5层及新冠病毒肺炎检测阳性人员上、下一户,高风险
北京市,北京市丰台区花乡街道,银地家园C区34号楼6单元12层及新冠病毒肺炎检测阳性人员上、下一户,高风险
北京市,北京市丰台区花乡街道,银地家园C区35号楼6单元15层及新冠病毒肺炎检测阳性人员上、下一户,高风险
北京市,北京市丰台区花乡街道,银地家园C区37号楼1单元2层及新冠病毒肺炎检测阳性人员上、下一户,高风险
北京市,北京市丰台区花乡街道,银地家园C区37号楼2单元4层及新冠病毒肺炎检测阳性人员上、下一户,高风险
北京市,北京市丰台区花乡街道,银地家园16号楼1单元,高风险
北京市,北京市丰台区花乡街道,银地家园1号楼1单元7层及新冠病毒肺炎检测阳性人员上、下一户,高风险
北京市,北京市丰台区花乡街道,银地家园22号楼5单元,高风险
北京市,北京市丰台区花乡街道,银地家园29号楼3单元6层及新冠病毒肺炎检测阳性人员上、下一户,高风险
北京市,北京市丰台区花乡街道,银地家园30号楼1单元6层及新冠病毒肺炎检测阳性人员上、下一户,高风险
北京市,北京市丰台区花乡街道,银地家园6号楼1单元,高风险
北京市,北京市丰台区花乡街道,明春东园21号楼一层及新冠病毒肺炎检测阳性人员上一户,高风险
北京市,北京市丰台区玉泉营街道,宜兰园二区底商瑶樽烟酒南侧二层公寓,高风险
北京市,北京市丰台区玉泉营街道,草桥东路20号院4号楼6单元,高风险
北京市,北京市丰台区玉泉营街道,纪家庙自如寓三层东区,高风险
北京市,北京市丰台区玉泉营街道,纪通东路55号院13号楼1单元23-25层,高风险
北京市,北京市丰台区玉泉营街道,纪通东路55号院14号楼26-28层,高风险
北京市,北京市丰台区玉泉营街道,纪通东路55号院20号楼1单元22-24层,高风险
北京市,北京市丰台区玉泉营街道,草桥欣园四区5号楼4至6单元8层至9层,高风险
北京市,北京市丰台区玉泉营街道,纪通东路55号院13号楼2单元1-2层,高风险
北京市,北京市丰台区玉泉营街道,纪通东路55号院13号楼2单元5-7层,高风险
北京市,北京市丰台区五里店街道,程庄路16号院47楼6层至9层,高风险
北京市,北京市丰台区五里店街道,63号院16楼2单元,高风险
北京市,北京市丰台区五里店街道,北大地16号院28-1-6层,高风险
北京市,北京市丰台区五里店街道,北大地一里小区3号楼,高风险
北京市,北京市丰台区五里店街道,彩虹家园南区4号楼2单元,高风险
北京市,北京市丰台区五里店街道,东安街头条15号楼9单元,高风险
北京市,北京市丰台区五里店街道,丰体南路8号院2楼22层,高风险
北京市,北京市丰台区五里店街道,63号院西3楼1单元风险户,高风险
北京市,北京市丰台区五里店街道,程庄路3号楼6单元风险户,高风险
北京市,北京市丰台区五里店街道,大井北里14号楼2单元风险户,高风险
北京市,北京市丰台区五里店街道,大井北里5号楼4单元风险户,高风险
北京市,北京市丰台区五里店街道,大井北里8号楼4单元风险户,高风险
北京市,北京市丰台区五里店街道,大井北里8号楼6单元风险户,高风险
北京市,北京市丰台区五里店街道,大井南里1号楼1单元风险户,高风险
北京市,北京市丰台区五里店街道,大井南里3号楼5单元风险户,高风险
北京市,北京市丰台区五里店街道,大井南里5号楼1单元风险户,高风险
北京市,北京市丰台区五里店街道,大井南里6号楼3单元风险户,高风险
北京市,北京市丰台区五里店街道,和光里15楼1单元风险户,高风险
北京市,北京市丰台区五里店街道,和光里1楼5单元风险户,高风险
北京市,北京市丰台区五里店街道,头条19号院26楼3单元风险户,高风险
北京市,北京市丰台区五里店街道,头条19号院43楼1单元风险户,高风险
北京市,北京市丰台区五里店街道,五里店南里小区35号楼2单元风险户,高风险
北京市,北京市丰台区五里店街道,五里店南里小区6号楼1门风险户,高风险
北京市,北京市丰台区看丹街道,段庄8号5排,高风险
北京市,北京市丰台区看丹街道,丰西南里甲26号,高风险
北京市,北京市丰台区看丹街道,丰西南里平房9排1号小平价超市后面,高风险
北京市,北京市丰台区看丹街道,富锦嘉园一区2号楼1单元,高风险
北京市,北京市丰台区看丹街道,南开西里小区20号楼3单元,高风险
北京市,北京市丰台区看丹街道,天兴家园29号院2号楼4单元13-15层,高风险
北京市,北京市丰台区看丹街道,天兴家园北区3号楼3单元13-15层,高风险
北京市,北京市丰台区看丹街道,益辰欣园7号楼5单元6-7层,高风险
北京市,北京市丰台区看丹街道,丰台南路108号院4号楼5单元风险户,高风险
北京市,北京市丰台区看丹街道,丰台南路116号院2号楼2单元风险户,高风险
北京市,北京市丰台区看丹街道,丰西北里17号楼1单元4-6层风险户,高风险
北京市,北京市丰台区看丹街道,丰西北里新3号楼7单元风险户,高风险
北京市,北京市丰台区看丹街道,富丰园小区20号楼2单元风险户,高风险
北京市,北京市丰台区看丹街道,富丰园小区31号楼3单元风险户,高风险
北京市,北京市丰台区看丹街道,富锦家园二区4号楼3单元风险户,高风险
北京市,北京市丰台区看丹街道,韩庄子东里3号楼6单元风险户,高风险
北京市,北京市丰台区看丹街道,韩庄子二里1号楼1单元风险户,高风险
北京市,北京市丰台区看丹街道,韩庄子三里7号楼2单元风险户,高风险
北京市,北京市丰台区看丹街道,韩庄子西里10号楼4单元风险户,高风险
北京市,北京市丰台区看丹街道,韩庄子西里2号楼4单元风险户,高风险
北京市,北京市丰台区看丹街道,韩庄子西里5号楼5单元风险户,高风险
北京市,北京市丰台区看丹街道,恒富中街4号院3号楼1单元2-4层风险户,高风险
北京市,北京市丰台区看丹街道,恒富中街7号院2号楼1单元风险户,高风险
北京市,北京市丰台区看丹街道,恒富中街7号院3号楼1单元风险户,高风险
北京市,北京市丰台区看丹街道,花香东苑11号楼1单元20-22层风险户,高风险
北京市,北京市丰台区看丹街道,花香东苑1号楼2单元1-3层风险户,高风险
北京市,北京市丰台区看丹街道,花香东苑1号楼2单元24-26层风险户,高风险
北京市,北京市丰台区看丹街道,花香东苑2号楼1单元5-7层风险户,高风险
北京市,北京市丰台区看丹街道,花香东苑9号楼3单元17-19层风险户,高风险
