Municipality/Province,District,Address,Risk
北京市,北京市朝阳区十八里店（地区）乡,十里河饮马井494号,高风险
北京市,北京市朝阳区十八里店（地区）乡,周庄嘉园东里27号楼某些户,高风险
北京市,北京市朝阳区太阳宫（地区）乡,红玺台3号院2单元某户,高风险
北京市,北京市朝阳区太阳宫（地区）乡,莱太花卉工地某房间,高风险
北京市,北京市朝阳区大屯街道,安园6号楼某户,高风险
北京市,北京市朝阳区大屯街道,大屯220号院3号楼某户,高风险
北京市,北京市朝阳区大屯街道,大屯里金泉家园306号楼某户,高风险
北京市,北京市朝阳区大屯街道,中华女子学院某些户,高风险
北京市,北京市朝阳区来广营（地区）乡,城锦苑5-2-某户,高风险
北京市,北京市朝阳区来广营（地区）乡,立城苑梦创公寓某户,高风险
北京市,北京市朝阳区崔各庄（地区）乡,草场地村A01,高风险
北京市,北京市朝阳区崔各庄（地区）乡,东辛店53号某户,高风险
北京市,北京市朝阳区崔各庄（地区）乡,广善第一社区某户,高风险
北京市,北京市朝阳区崔各庄（地区）乡,何各庄125,高风险
北京市,北京市朝阳区崔各庄（地区）乡,京旺家园2区12号楼3单元某户,高风险
北京市,北京市朝阳区崔各庄（地区）乡,京旺家园第二社区某户,高风险
北京市,北京市朝阳区崔各庄（地区）乡,三元物流园区某些户,高风险
北京市,北京市朝阳区崔各庄（地区）乡,新锦社区A座某户,高风险
北京市,北京市朝阳区崔各庄（地区）乡,东辛店302号某户,高风险
北京市,北京市朝阳区黑庄户（地区）乡,朗悦北区1号院某户,高风险
北京市,北京市朝阳区黑庄户（地区）乡,朗悦南区5-2-某些户,高风险
北京市,北京市朝阳区三间房（地区）乡,金家坟西里23栋,高风险
北京市,北京市朝阳区三间房（地区）乡,天泰定福苑8号楼2单元某户,高风险
北京市,北京市朝阳区常营乡,常营中路畅心阳光小区2号院12号楼某户,高风险
北京市,北京市朝阳区常营乡,朝阳北路29号宿舍某些房间,高风险
北京市,北京市朝阳区常营乡,常营福第社区中区10号楼2单元某户,高风险
北京市,北京市朝阳区常营乡,常营民族家园社区96-4某户,高风险
北京市,北京市朝阳区常营乡,常营像素北五里桥二街1号院1号楼13层某户,高风险
北京市,北京市朝阳区常营乡,燕宝常营11号楼15层某户,高风险
北京市,北京市朝阳区孙河（地区）乡,中粮瑞府工地某房间,高风险
北京市,北京市朝阳区东湖街道,澳洲康都8号楼3单元某户,高风险
北京市,北京市朝阳区东湖街道,东湖湾西区4号楼1单元某户,高风险
北京市,北京市朝阳区东湖街道,利泽西园一区104号楼某户,高风险
北京市,北京市朝阳区东湖街道,利泽西园一区111楼某户,高风险
北京市,北京市朝阳区东湖街道,南湖东园112号某些户,高风险
北京市,北京市丰台区南苑街道,范家庄北街1号院4号楼,高风险
北京市,北京市丰台区南苑街道,南庭新苑北区21号楼地下室,高风险
北京市,北京市丰台区大红门街道,海户屯2号楼5单元风险户,高风险
北京市,北京市丰台区五里店街道,大井北里14号楼2单元风险户,高风险
北京市,北京市丰台区五里店街道,大井北里5号楼4单元风险户,高风险
北京市,北京市丰台区五里店街道,大井北里8号楼4单元风险户,高风险
北京市,北京市丰台区五里店街道,大井北里8号楼6单元风险户,高风险
北京市,北京市丰台区五里店街道,大井南里1号楼1单元风险户,高风险
北京市,北京市丰台区五里店街道,大井南里3号楼5单元风险户,高风险
北京市,北京市丰台区五里店街道,大井南里5号楼1单元风险户,高风险
北京市,北京市丰台区五里店街道,大井南里6号楼3单元风险户,高风险
北京市,北京市丰台区五里店街道,头条19号院26楼3单元风险户,高风险
北京市,北京市丰台区五里店街道,头条19号院43楼1单元风险户,高风险
北京市,北京市丰台区五里店街道,五里店南里小区35号楼2单元风险户,高风险
北京市,北京市丰台区五里店街道,五里店南里小区6号楼1门风险户,高风险
北京市,北京市丰台区北宫镇,盛德东兴家园西区2号楼风险户,高风险
北京市,北京市丰台区北宫镇,盛德东兴家园西区4号楼2单元风险户,高风险
北京市,北京市丰台区北宫镇,盛德东兴西区6号楼1单元风险户,高风险
北京市,北京市丰台区北宫镇,盛德东兴西区8号楼1单元风险户,高风险
北京市,北京市丰台区北宫镇,盛德东兴西区8号楼2单元风险户,高风险
北京市,北京市丰台区北宫镇,园博园Soho3号楼2单元风险户,高风险
北京市,北京市石景山区苹果园街道,福田寺50号院,高风险
北京市,北京市石景山区老山街道,老山小区综改项目部生活区,高风险
北京市,北京市海淀区海淀街道,碧水云天社区万城华府海园17号楼2单元,高风险
北京市,北京市海淀区海淀街道,碧水云天社区万城华府龙园10号楼1单元,高风险
北京市,北京市海淀区海淀街道,海淀路19-1号九层海阳光旅馆,高风险
北京市,北京市海淀区海淀街道,海淀南路南社区沁园公寓,高风险
北京市,北京市海淀区海淀街道,人大南社区5号楼,高风险
北京市,北京市海淀区海淀街道,三环社区老楼5单元,高风险
北京市,北京市海淀区海淀街道,苏州街路社区大河庄苑3号楼5单元,高风险
北京市,北京市海淀区海淀街道,苏州街路社区大河庄苑5号楼2单元及地下室,高风险
北京市,北京市海淀区海淀街道,苏州街路社区港沟南1号楼3单元,高风险
北京市,北京市海淀区海淀街道,苏州街路社区港沟南2号楼2单元,高风险
北京市,北京市海淀区海淀街道,苏州街路社区中湾国际G座,高风险
北京市,北京市海淀区海淀街道,苏州街路社区中湾国际H座,高风险
北京市,北京市海淀区海淀街道,水云天社区万城华府玺园16号楼,高风险
北京市,北京市海淀区学院路街道,马家沟平房区,高风险
北京市,北京市海淀区西北旺（地区）镇,宫悦园6号楼,高风险
北京市,北京市海淀区西北旺（地区）镇,韩家川村91号,高风险
北京市,北京市海淀区西北旺（地区）镇,韩家川村川路45号,高风险
北京市,北京市海淀区西北旺（地区）镇,韩家川村南街5号,高风险
北京市,北京市海淀区西北旺（地区）镇,航五院社区21号楼,高风险
北京市,北京市海淀区西北旺（地区）镇,冷泉村红英小学对面,高风险
北京市,北京市海淀区西北旺（地区）镇,冷泉村南街184号,高风险
北京市,北京市海淀区西北旺（地区）镇,冷泉村小羊坊20号,高风险
北京市,北京市海淀区西北旺（地区）镇,六里屯社区五区3号楼2单元,高风险
北京市,北京市海淀区西北旺（地区）镇,青棠湾B3号4单元,高风险
北京市,北京市海淀区西北旺（地区）镇,青棠湾B9楼3单元,高风险
北京市,北京市海淀区西北旺（地区）镇,唐家岭社区T05-5-1,高风险
北京市,北京市海淀区西北旺（地区）镇,唐家岭社区T09-10-4,高风险
北京市,北京市海淀区西北旺（地区）镇,土井家园T03-1-1,高风险
北京市,北京市海淀区西北旺（地区）镇,西山林语社区21号楼3单元,高风险
北京市,北京市海淀区西北旺（地区）镇,友谊嘉园中里7号楼1单元,高风险
北京市,北京市海淀区上地街道,马连洼北路1号院三车间,高风险
北京市,北京市门头沟区大峪街道,惠民家园22-1病例家,高风险
北京市,北京市门头沟区大峪街道,龙山二区2号院1号楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,葡东小区8号楼6单元病例家,高风险
北京市,北京市门头沟区大峪街道,尚客优酒店3层病例房间,高风险
北京市,北京市门头沟区大峪街道,增东社区西山阅5号楼病例家,高风险
北京市,北京市门头沟区大峪街道,滨河路(交通支队对面)中国石化滨河路加油站员工宿舍,高风险
北京市,北京市门头沟区大峪街道,承泽苑1号楼4单元病例家,高风险
北京市,北京市门头沟区大峪街道,承泽苑6-9病例家,高风险
北京市,北京市门头沟区大峪街道,梨园胡同12排5号,高风险
北京市,北京市门头沟区大峪街道,梨园社区6排6号,高风险
北京市,北京市门头沟区大峪街道,梨园小楼20排7号院2层5号,高风险
北京市,北京市门头沟区大峪街道,临镜苑1号楼3单元病例家,高风险
北京市,北京市门头沟区大峪街道,龙泉务兴隆街14号,高风险
北京市,北京市门头沟区大峪街道,龙泉雾后街87号,高风险
北京市,北京市门头沟区大峪街道,三家店东街59号,高风险
北京市,北京市门头沟区大峪街道,三家店西18排3号,高风险
北京市,北京市门头沟区大峪街道,三家店西老店148号,高风险
北京市,北京市门头沟区大峪街道,三家店西老店6号,高风险
北京市,北京市门头沟区大峪街道,三家店西老店新区17排4号,高风险
北京市,北京市门头沟区大峪街道,桃园社区7-4病例家,高风险
北京市,北京市门头沟区大峪街道,西老店村8排2号,高风险
北京市,北京市门头沟区大峪街道,月季园18号楼病例家,高风险
北京市,北京市门头沟区大峪街道,中门寺街71号,高风险
北京市,北京市门头沟区大峪街道,滨河承泽苑1号楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,滨河承泽苑7号楼6层4单元病例家,高风险
北京市,北京市门头沟区大峪街道,滨河西区社区霁月园5-1病例家,高风险
北京市,北京市门头沟区大峪街道,承泽苑2-4-病例家,高风险
北京市,北京市门头沟区大峪街道,承泽苑6-9-病例家,高风险
北京市,北京市门头沟区大峪街道,承泽苑9号楼7单元病例家,高风险
北京市,北京市门头沟区大峪街道,大峪二小路黑山东街5-4病例家,高风险
北京市,北京市门头沟区大峪街道,大峪黑山大街18号病例家,高风险
北京市,北京市门头沟区大峪街道,大峪黑山东街3楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,大峪花园6-3-2-病例家,高风险
北京市,北京市门头沟区大峪街道,大峪花园7-1-2-病例家,高风险
北京市,北京市门头沟区大峪街道,大峪花园7-2-2-病例家,高风险
北京市,北京市门头沟区大峪街道,大峪绿岛家园5楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,大峪南路15楼8单元病例家,高风险
北京市,北京市门头沟区大峪街道,大峪南路18楼2单元9门病例家,高风险
北京市,北京市门头沟区大峪街道,大峪南路21楼3单元病例家,高风险
北京市,北京市门头沟区大峪街道,大峪南路21楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,大峪南路23楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,大峪南路24楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,大峪南路26楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,大峪南路29楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,大峪增产路7楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,德露苑14号楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,德露苑5号楼4单元病例家,高风险
北京市,北京市门头沟区大峪街道,德露苑5号楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,德露苑小区8号楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,高家园东街1号院2号病例家,高风险
北京市,北京市门头沟区大峪街道,高家园新区1-3-2-病例家,高风险
北京市,北京市门头沟区大峪街道,含晖苑11-3病例家,高风险
北京市,北京市门头沟区大峪街道,含晖苑北区14号楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,黑山北小街11-1病例家,高风险
北京市,北京市门头沟区大峪街道,黑山北小街11号院1楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,黑山大街18号病例家,高风险
北京市,北京市门头沟区大峪街道,黑山东街11楼3单元病例家,高风险
北京市,北京市门头沟区大峪街道,黑山东街2-3病例家,高风险
北京市,北京市门头沟区大峪街道,黑山东街4号楼6单元病例家,高风险
北京市,北京市门头沟区大峪街道,黑山东街5号楼4病例家,高风险
北京市,北京市门头沟区大峪街道,黑山东街6号楼3单元病例家,高风险
北京市,北京市门头沟区大峪街道,黑山西街5号院2号楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,华远西山雅园1-2病例家,高风险
北京市,北京市门头沟区大峪街道,惠民1区4-1病例家,高风险
北京市,北京市门头沟区大峪街道,惠民32楼底商病例家,高风险
北京市,北京市门头沟区大峪街道,惠民二区32号楼3病例家,高风险
北京市,北京市门头沟区大峪街道,惠民家园1区2-2病例家,高风险
北京市,北京市门头沟区大峪街道,惠民家园28号楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,惠民家园2区22楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,惠民家园2区29号楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,惠民家园2区23-2病例家,高风险
北京市,北京市门头沟区大峪街道,惠民家园32-2病例家,高风险
北京市,北京市门头沟区大峪街道,惠民家园3区17-2病例家,高风险
北京市,北京市门头沟区大峪街道,惠民家园3区19号楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,惠民家园5-4病例家,高风险
北京市,北京市门头沟区大峪街道,惠民家园二区25号楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,惠民家园二区27号楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,惠民家园二区28号楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,惠民家园二区29号楼3单元病例家,高风险
北京市,北京市门头沟区大峪街道,惠民家园二区30号楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,惠民家园二区32号楼5单元病例家,高风险
北京市,北京市门头沟区大峪街道,惠民家园一区1号楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,惠民家园一区2号楼4单元病例家,高风险
北京市,北京市门头沟区大峪街道,惠民三区18楼-1病例家,高风险
北京市,北京市门头沟区大峪街道,惠民小区32号楼3病例家,高风险
北京市,北京市门头沟区大峪街道,金泰丽湾5号院2号楼一单元病例家,高风险
北京市,北京市门头沟区大峪街道,剧场东街17排病例家,高风险
北京市,北京市门头沟区大峪街道,剧场东街2号楼2病例家,高风险
北京市,北京市门头沟区大峪街道,剧场东街3-2病例家,高风险
北京市,北京市门头沟区大峪街道,剧场东街3楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,剧场东街7-2-地下室病例家,高风险
北京市,北京市门头沟区大峪街道,剧场东街8楼4单元病例家,高风险
北京市,北京市门头沟区大峪街道,剧场东街甲10号楼1病例家,高风险
北京市,北京市门头沟区大峪街道,良时家园1-4病例家,高风险
北京市,北京市门头沟区大峪街道,临镜苑3号楼一单元病例家,高风险
北京市,北京市门头沟区大峪街道,临镜苑小区11楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,临镜苑小区1-3病例家,高风险
北京市,北京市门头沟区大峪街道,龙二社区3号院1-2-病例家,高风险
北京市,北京市门头沟区大峪街道,龙门2区1单元2号楼病例家,高风险
北京市,北京市门头沟区大峪街道,龙泉花园2-2病例家,高风险
北京市,北京市门头沟区大峪街道,龙泉花园5号楼3单元病例家,高风险
北京市,北京市门头沟区大峪街道,龙山A2小区1号楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,龙山家园1区6-1病例家,高风险
北京市,北京市门头沟区大峪街道,龙山家园1区7号楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,龙山家园1区9号楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,龙山家园2区3号楼1病例家,高风险
北京市,北京市门头沟区大峪街道,龙山家园2区3号楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,龙山家园4区3-3病例家,高风险
北京市,北京市门头沟区大峪街道,龙山家园4区6号楼2病例家,高风险
北京市,北京市门头沟区大峪街道,龙山家园5区1-1病例家,高风险
北京市,北京市门头沟区大峪街道,龙山家园A1区8-1病例家,高风险
北京市,北京市门头沟区大峪街道,龙山家园A2区2-2病例家,高风险
北京市,北京市门头沟区大峪街道,龙山家园二区4号楼二单元病例家,高风险
北京市,北京市门头沟区大峪街道,龙山家园三区3楼二单元病例家,高风险
北京市,北京市门头沟区大峪街道,龙山家园五区3号楼病例家,高风险
北京市,北京市门头沟区大峪街道,龙山家园一号院-8号楼(3单元病例家,高风险
北京市,北京市门头沟区大峪街道,龙山家园一区-1病例家,高风险
北京市,北京市门头沟区大峪街道,龙山家园一区5-2病例家,高风险
北京市,北京市门头沟区大峪街道,龙山三区龙山家园A5-4-1病例家,高风险
北京市,北京市门头沟区大峪街道,龙山小区4区5号楼病例家,高风险
北京市,北京市门头沟区大峪街道,绿岛家园14号楼3单元病例家,高风险
北京市,北京市门头沟区大峪街道,绿岛家园14楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,绿岛家园21号楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,坡头19排5号病例家,高风险
北京市,北京市门头沟区大峪街道,坡头南街1号楼6单元病例家,高风险
北京市,北京市门头沟区大峪街道,坡头西街3-7病例家,高风险
北京市,北京市门头沟区大峪街道,葡东小区11楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,葡东小区1-5病例家,高风险
北京市,北京市门头沟区大峪街道,葡东小区16号楼3单元病例家,高风险
北京市,北京市门头沟区大峪街道,葡东小区25楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,葡东小区4号楼4单元病例家,高风险
北京市,北京市门头沟区大峪街道,葡东小区南区1号楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,三家店东街48号,高风险
北京市,北京市门头沟区大峪街道,三家店西街121号,高风险
北京市,北京市门头沟区大峪街道,三家店新河路4号楼1层1单元病例家,高风险
北京市,北京市门头沟区大峪街道,石龙北路20-1-病例家,高风险
北京市,北京市门头沟区大峪街道,双峪路百年食府楼上宿舍病例家,高风险
北京市,北京市门头沟区大峪街道,桃园社区10号楼3单元病例家,高风险
北京市,北京市门头沟区大峪街道,桃园小区10号楼4病例家,高风险
北京市,北京市门头沟区大峪街道,桃园小区9-3病例家,高风险
北京市,北京市门头沟区大峪街道,熙旺中心大厦-B座病例家,高风险
北京市,北京市门头沟区大峪街道,西山雅园7号楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,向阳东里社区2号楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,向阳楼11楼7单元病例家,高风险
北京市,北京市门头沟区大峪街道,向阳楼一号楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,向阳社区7号楼3单元病例家,高风险
北京市,北京市门头沟区大峪街道,新河西路小区1号楼病例家,高风险
北京市,北京市门头沟区大峪街道,新桥大街61号院2楼5单元病例家,高风险
北京市,北京市门头沟区大峪街道,新桥花园6号院2-3-病例家,高风险
北京市,北京市门头沟区大峪街道,新桥花园7号院1号楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,新桥家园1号楼20层病例家,高风险
北京市,北京市门头沟区大峪街道,新桥路楼15号楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,新桥路社区14号楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,新桥路小区12号楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,新桥路小区5号楼上单元病例家,高风险
北京市,北京市门头沟区大峪街道,新桥南大街18号楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,新桥南大街18号楼3单元病例家,高风险
北京市,北京市门头沟区大峪街道,新桥南大街18号楼4单元病例家,高风险
北京市,北京市门头沟区大峪街道,新桥南大街28号楼3单元病例家,高风险
北京市,北京市门头沟区大峪街道,新桥南大街30楼4单元病例家,高风险
北京市,北京市门头沟区大峪街道,新桥小区12号楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,新桥小区16楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,新桥小区9-2病例家,高风险
北京市,北京市门头沟区大峪街道,永新小区3号楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,峪惠民家园二区31号楼3单元病例家,高风险
北京市,北京市门头沟区大峪街道,峪园12号楼6单元病例家,高风险
北京市,北京市门头沟区大峪街道,峪园社区10号楼5单元病例家,高风险
北京市,北京市门头沟区大峪街道,峪园社区14号楼6单元病例家,高风险
北京市,北京市门头沟区大峪街道,峪园社区2号楼7单元病例家,高风险
北京市,北京市门头沟区大峪街道,峪园小区11-2病例家,高风险
北京市,北京市门头沟区大峪街道,峪园小区13号楼3单元病例家,高风险
北京市,北京市门头沟区大峪街道,育园小区11号楼4单元病例家,高风险
北京市,北京市门头沟区大峪街道,月季园1区13病例家,高风险
北京市,北京市门头沟区大峪街道,月季园2区37号楼3单元病例家,高风险
北京市,北京市门头沟区大峪街道,月季园德露苑小区7号楼3单元病例家,高风险
北京市,北京市门头沟区大峪街道,月季园东里11楼4单元病例家,高风险
北京市,北京市门头沟区大峪街道,月季园东里1号楼3单元病例家,高风险
北京市,北京市门头沟区大峪街道,月季园二区37号楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,月季园二区37号楼3单元病例家,高风险
北京市,北京市门头沟区大峪街道,月季园二区38号楼1门病例家,高风险
北京市,北京市门头沟区大峪街道,月季园小区41-3病例家,高风险
北京市,北京市门头沟区大峪街道,月季园新桥南大街10楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,月季园新桥南大街13号院2号楼4单元病例家,高风险
北京市,北京市门头沟区大峪街道,月季园皓月园3楼3单元病例家,高风险
北京市,北京市门头沟区大峪街道,增产路16号院4号楼病例家,高风险
北京市,北京市门头沟区大峪街道,增产路21号院1号楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,增产路21号院2楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,增产路32号院病例家,高风险
北京市,北京市门头沟区大峪街道,增产路38号院2病例家,高风险
北京市,北京市门头沟区大峪街道,增产路48号院1号楼病例家,高风险
北京市,北京市门头沟区大峪街道,增产路7号楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,增产路东区社区增产路32-2病例家,高风险
北京市,北京市门头沟区大峪街道,增产路社区21号院-1楼-1病例家,高风险
北京市,北京市门头沟区大峪街道,中昂时代5号楼病例家,高风险
北京市,北京市门头沟区大峪街道,中昂时代广场-6号楼病例家,高风险
北京市,北京市门头沟区大峪街道,中晶时代6病例家,高风险
北京市,北京市门头沟区大峪街道,中门花园6-4病例家,高风险
北京市,北京市门头沟区大峪街道,中门花园67号院15号楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,中门花园社区2号楼6病例家,高风险
北京市,北京市门头沟区大峪街道,中门寺6号院3楼3单元病例家,高风险
北京市,北京市门头沟区大峪街道,中门寺街6号院3楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,中门寺街颐馨雅苑37号院4号楼2单元病例家,高风险
北京市,北京市门头沟区大峪街道,中门寺良实家园1-2病例家,高风险
北京市,北京市门头沟区大峪街道,中门寺南坡10号楼病例家,高风险
北京市,北京市门头沟区大峪街道,中门寺南坡回迁安置小区9号楼1单元病例家,高风险
北京市,北京市门头沟区大峪街道,中门寺南坡小区27号楼病例家,高风险
北京市,北京市门头沟区大峪街道,中门寺南坡一区4-2-病例家,高风险
北京市,北京市门头沟区大峪街道,中门寺南坡一区9-病例家,高风险
北京市,北京市门头沟区大峪街道,怡馨雅苑3-2-病例家,高风险
北京市,北京市门头沟区大峪街道,皓月园4-3-病例家,高风险
北京市,北京市门头沟区大峪街道,皓月园5号楼1单元病例家,高风险
北京市,北京市门头沟区城子街道,城子大街132-5-1单元地下室,高风险
北京市,北京市门头沟区城子街道,城子大街90号院7-25层病例家,高风险
